countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
Libya,64,0,3,0,28,0,33,0,3253,4.7,43.8
Malawi,57,0,3,0,24,0,30,1,1337,5.3,42.1
Syria,47,0,3,0,29,0,15,0,0,6.4,61.7
Angola,45,0,2,0,13,0,30,0,3000,4.4,28.9
Macau,45,0,0,0,42,2,3,1,0,0.0,93.3
Mongolia,42,0,0,0,15,1,27,2,9787,0.0,35.7
Saint Martin,39,0,3,0,30,0,6,1,0,7.7,76.9
Eritrea,39,0,0,0,38,0,1,0,0,0.0,97.4
Zimbabwe,36,0,4,0,9,0,23,0,20537,11.1,25.0
Nicaragua,25,9,8,3,7,0,10,0,0,32.0,28.0
Antigua and Barbuda,25,0,3,0,19,0,3,1,183,12.0,76.0
Botswana,24,0,1,0,17,5,6,0,11495,4.2,70.8
Timor-Leste,24,0,0,0,21,0,3,0,738,0.0,87.5
Gambia,22,0,1,0,10,0,11,0,1238,4.5,45.5
Grenada,21,0,0,0,13,0,8,4,1406,0.0,61.9
Laos,19,0,0,0,13,0,6,0,3874,0.0,68.4
Belize,18,0,2,0,16,0,0,0,1043,11.1,88.9
Saint Lucia,18,0,0,0,17,0,1,0,620,0.0,94.4
Fiji,18,0,0,0,14,0,4,0,1300,0.0,77.8
New Caledonia,18,0,0,0,18,0,0,0,5454,0.0,100.0
St. Vincent Grenadines,17,0,0,0,9,0,8,0,137,0.0,52.9
Dominica,16,0,0,0,15,0,1,0,420,0.0,93.8
Namibia,16,0,0,0,11,0,5,0,1543,0.0,68.8
Curaçao,16,0,1,0,14,0,1,0,389,6.2,87.5
Saint Kitts and Nevis,15,0,0,0,14,0,1,0,327,0.0,93.3
Burundi,15,0,1,0,7,0,7,0,284,6.7,46.7
Falkland Islands,13,0,0,0,13,0,0,0,402,0.0,100.0
Turks and Caicos,12,0,1,0,8,0,3,0,109,8.3,66.7
Vatican City,12,0,0,0,2,0,10,0,0,0.0,16.7
Seychelles,11,0,0,0,10,0,1,0,0,0.0,90.9
Montserrat,11,0,1,0,8,0,2,1,36,9.1,72.7
Bhutan,11,2,0,0,5,0,6,0,12163,0.0,45.5
Greenland,11,0,0,0,11,0,0,0,1505,0.0,100.0
Comoros,11,0,1,0,0,0,10,0,0,9.1,0.0
Suriname,10,0,1,0,9,0,0,0,404,10.0,90.0
MS Zaandam,9,0,2,0,0,0,7,0,0,22.2,0.0
Mauritania,9,1,1,0,6,0,2,0,2015,11.1,66.7
Papua New Guinea,8,0,0,0,8,0,0,0,2402,0.0,100.0
British Virgin Islands,7,0,1,0,4,0,2,0,167,14.3,57.1
Western Sahara,6,0,0,0,6,1,0,0,0,0.0,100.0
Caribbean Netherlands,6,0,0,0,0,0,6,0,110,0.0,0.0
St. Barth,6,0,0,0,6,0,0,0,0,0.0,100.0
Anguilla,3,0,0,0,3,0,0,0,0,0.0,100.0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0,0,0.0,100.0
United States,1429113,21040,85154,1786,307895,12118,1036064,16349,10251452,6.0,21.5
Spain,271095,1575,27104,184,183227,2757,60764,1534,2467761,10.0,67.6
Russia,242271,10028,2212,96,48003,4491,192056,2300,5982558,0.9,19.8
United Kingdom,230853,3243,33259,494,937,0,196657,1559,2094209,14.4,0.4
Italy,222104,888,31106,195,112541,3502,78457,893,2735628,14.0,50.7
Brazil,189157,11555,13158,754,78424,5827,97575,8318,735224,7.0,41.5
France,178060,-165,27074,83,58673,888,92313,2428,1384633,15.2,33.0
Germany,174098,927,7861,123,148700,1500,17537,1465,3147771,4.5,85.4
Turkey,143114,1639,3952,58,101715,2826,37447,998,1474003,2.8,71.1
Iran,112725,1958,6783,50,89428,1071,16514,2735,629534,6.0,79.3
China,83806,10,4634,0,79032,33,140,10,0,5.5,94.3
India,78055,3763,2551,136,26400,1980,49104,0,1854250,3.3,33.8
Peru,76306,4247,2169,112,24324,1000,49813,806,553302,2.8,31.9
Canada,73506,1144,5424,126,35164,1122,32918,502,1163816,7.4,47.8
Belgium,53981,202,8843,82,13937,205,31201,420,605237,16.4,25.8
Saudi Arabia,44830,1905,273,9,17622,2365,26935,147,496948,0.6,39.3
Netherlands,43211,227,5562,52,0,0,37649,432,275720,12.9,0.0
Mexico,38324,1997,3926,353,25935,2835,8463,378,142204,10.2,67.7
Pakistan,35298,2624,761,37,8899,344,25638,111,317699,2.2,25.2
Chile,34381,2660,346,11,14865,740,19170,494,313750,1.0,43.2
Ecuador,30486,67,2334,7,3433,0,24719,190,87036,7.7,11.3
Switzerland,30413,33,1870,3,27100,300,1443,79,322084,6.1,89.1
Portugal,28132,219,1175,12,3182,169,23775,103,566172,4.2,11.3
Sweden,27909,637,3460,147,4971,0,19478,351,177500,12.4,17.8
Qatar,26539,1390,14,0,3143,124,23382,72,139127,0.1,11.8
Belarus,25825,952,146,4,7711,737,17968,92,296380,0.6,29.9
Singapore,25346,675,21,0,4809,958,20516,19,224262,0.1,19.0
Ireland,23401,159,1497,9,19470,2360,2434,69,258808,6.4,83.2
United Arab Emirates,20386,725,206,3,6523,511,13657,1,1500000,1.0,32.0
Bangladesh,17822,1162,269,19,3361,214,14192,1,144538,1.5,18.9
Poland,17204,283,861,22,6410,279,9933,160,528122,5.0,37.3
Israel,16548,19,264,4,12232,149,4052,61,477151,1.6,73.9
Ukraine,16425,402,439,14,3716,343,12270,218,192247,2.7,22.6
Romania,16002,224,1036,34,7961,276,7005,228,277804,6.5,49.8
Austria,15997,36,624,1,14304,156,1069,55,336252,3.9,89.4
Japan,15968,121,657,24,8531,238,6780,249,223649,4.1,53.4
Indonesia,15438,689,1028,21,3287,224,11123,0,169195,6.7,21.3
Colombia,12930,658,509,16,3133,162,9288,130,165738,3.9,24.2
South Africa,12074,724,219,13,4745,388,7110,119,386352,1.8,39.3
Philippines,11618,268,772,21,2251,145,8595,77,188649,6.6,19.4
Dominican Republic,11196,296,409,7,3221,0,7566,131,42615,3.7,28.8
Kuwait,11028,751,82,7,3263,162,7683,169,227000,0.7,29.6
South Korea,10962,26,259,1,9695,25,1008,55,695920,2.4,88.4
Denmark,10854,76,533,6,8850,83,1471,37,345712,4.9,81.5
Egypt,10431,338,556,12,2486,160,7389,41,90000,5.3,23.8
Serbia,10295,52,222,2,3824,224,6249,22,156603,2.2,37.1
Panama,8783,167,252,3,6021,1334,2510,87,44561,2.9,68.6
Czechia,8269,71,290,7,5047,182,2932,43,326954,3.5,61.0
Norway,8175,18,229,1,32,0,7914,23,208874,2.8,0.4
Australia,6980,16,98,1,6271,42,611,17,909025,1.4,89.8
Argentina,6879,316,329,10,2266,404,4284,170,90474,4.8,32.9
Malaysia,6779,37,111,2,5281,58,1387,16,271721,1.6,77.9
Morocco,6512,94,188,0,3131,140,3193,1,75870,2.9,48.1
Algeria,6253,186,522,7,3058,60,2673,22,6500,8.3,48.9
Finland,6054,51,284,9,4300,0,1470,35,133200,4.7,71.0
Bahrain,5816,285,10,1,2205,13,3601,6,205570,0.2,37.9
Kazakhstan,5417,138,32,0,2408,300,2977,31,439495,0.6,44.5
Ghana,5408,281,24,2,514,20,4870,5,164452,0.4,9.5
Moldova,5406,252,185,3,2176,107,3045,251,20447,3.4,40.3
Afghanistan,5226,263,132,5,648,38,4446,7,18724,2.5,12.4
Nigeria,4971,184,158,0,1070,111,3743,7,29408,3.2,21.5
Oman,4019,298,17,0,1289,39,2713,27,50000,0.4,32.1
Luxembourg,3904,10,103,1,3629,19,172,22,57687,2.6,93.0
Armenia,3718,180,48,1,1500,70,2170,10,34766,1.3,40.3
Hungary,3341,28,430,5,1102,95,1809,45,118500,12.9,33.0
Iraq,3032,119,115,3,1966,63,951,0,136640,3.8,64.8
Thailand,3017,0,56,0,2844,46,117,61,286008,1.9,94.3
Bolivia,2964,133,128,6,313,14,2523,3,7651,4.3,10.6
Cameroon,2800,111,136,11,1543,19,1121,28,0,4.9,55.1
Greece,2760,16,155,3,1374,0,1231,28,112042,5.6,49.8
Azerbaijan,2758,65,35,2,1789,109,934,30,208546,1.3,64.9
Uzbekistan,2612,93,11,1,2076,66,525,8,325000,0.4,79.5
Guinea,2374,76,14,3,856,40,1504,0,0,0.6,36.1
Croatia,2213,6,94,3,1834,26,285,9,48737,4.2,82.9
Bosnia and Herzegovina,2181,23,120,3,1228,60,833,4,44380,5.5,56.3
Senegal,2105,110,21,2,782,40,1302,6,24599,1.0,37.1
Honduras,2080,-20,121,5,211,5,1748,10,5653,5.8,10.1
Bulgaria,2069,46,96,1,499,23,1474,51,60100,4.6,24.1
Ivory Coast,1912,55,24,3,902,82,986,0,15260,1.3,47.2
Sudan,1818,157,90,10,198,25,1530,0,0,5.0,10.9
Cuba,1810,6,79,1,1326,49,405,7,73129,4.4,73.3
Iceland,1802,1,10,0,1780,4,12,0,55075,0.6,98.8
Estonia,1751,5,61,0,777,0,913,5,66102,3.5,44.4
North Macedonia,1694,20,95,3,1229,24,370,21,19739,5.6,72.6
Lithuania,1505,14,54,4,908,58,543,17,200264,3.6,60.3
New Zealand,1497,0,21,0,1402,4,74,2,203045,1.4,93.7
Slovakia,1469,4,27,0,1060,77,382,6,127034,1.8,72.2
Slovenia,1463,2,103,1,260,1,1100,9,65694,7.0,17.8
Djibouti,1268,12,3,0,900,14,365,0,16424,0.2,71.0
Somalia,1219,49,52,0,130,4,1037,2,0,4.3,10.7
Guatemala,1199,85,27,1,120,9,1052,5,7200,2.3,10.0
Congo (Kinshasa),1169,67,50,6,148,2,971,0,0,4.3,12.7
Mayotte,1143,48,14,2,627,135,502,6,4800,1.2,54.9
Hong Kong,1051,3,4,0,1008,17,39,1,168291,0.4,95.9
Kyrgyzstan,1044,7,12,0,726,17,306,13,59490,1.1,69.5
El Salvador,1037,39,20,0,374,25,643,15,46831,1.9,36.1
Tunisia,1032,0,45,0,740,13,247,5,33880,4.4,71.7
Maldives,955,51,4,1,40,11,911,2,11775,0.4,4.2
Latvia,951,1,19,1,627,0,305,2,81246,2.0,65.9
Kosovo,919,0,29,0,671,0,219,0,0,3.2,73.0
Cyprus,905,2,17,1,449,0,439,10,80284,1.9,49.6
Sri Lanka,893,4,9,0,382,16,502,1,38740,1.0,42.8
Albania,880,4,31,0,688,6,161,1,11048,3.5,78.2
Lebanon,878,8,26,0,236,2,616,4,54694,3.0,26.9
Gabon,863,0,9,0,137,0,717,1,5530,1.0,15.9
Niger,860,6,49,2,658,10,153,0,5691,5.7,76.5
Guinea-Bissau,836,16,3,0,26,0,807,0,1500,0.4,3.1
Costa Rica,815,11,7,0,527,7,281,6,18040,0.9,64.7
Tajikistan,801,72,23,2,0,0,778,0,0,2.9,0.0
Burkina Faso,773,13,51,1,592,8,130,0,0,6.6,76.6
Andorra,760,2,49,1,576,8,135,3,1673,6.4,75.8
Mali,758,28,44,4,412,14,302,0,2498,5.8,54.4
Paraguay,740,3,11,1,182,9,547,0,17589,1.5,24.6
Kenya,737,22,40,4,281,22,416,1,35432,5.4,38.1
Uruguay,719,2,19,0,545,13,155,8,30209,2.6,75.8
Cruise Ship,712,0,13,0,651,0,48,4,0,1.8,91.4
Georgia,647,5,11,0,372,23,264,6,33505,1.7,57.5
San Marino,643,5,41,0,161,0,441,2,3201,6.4,25.0
Jordan,582,6,9,0,392,2,181,5,127307,1.5,67.4
Channel Islands,547,0,42,0,455,0,50,0,5342,7.7,83.2
Equatorial Guinea,522,83,6,2,13,0,503,0,854,1.1,2.5
Tanzania,509,0,21,0,183,0,305,7,0,4.1,36.0
Malta,508,2,6,1,436,2,66,1,45799,1.2,85.8
Jamaica,507,2,9,0,100,10,398,0,7465,1.8,19.7
Zambia,446,5,7,0,124,7,315,1,13872,1.6,27.8
Taiwan,440,0,7,0,375,3,58,0,68107,1.6,85.2
Réunion,439,3,0,0,354,0,85,4,17200,0.0,80.6
Venezuela,423,0,10,0,220,0,193,2,525902,2.4,52.0
Sierra Leone,387,49,26,7,97,25,264,0,0,6.7,25.1
Palestine,375,0,2,0,310,2,63,0,43566,0.5,82.7
West Bank and Gaza,375,0,2,0,310,2,63,0,0,0.5,82.7
Chad,372,15,42,2,78,2,252,0,0,11.3,21.0
Congo (Brazzaville),333,0,11,0,53,0,269,0,0,3.3,15.9
Mauritius,332,0,10,0,322,0,0,0,69773,3.0,97.0
Isle of Man,332,1,23,0,272,0,37,20,3912,6.9,81.9
Benin,327,0,2,0,83,7,242,0,25471,0.6,25.4
Montenegro,324,0,9,0,307,9,8,2,10167,2.8,94.8
Cabo Verde,289,22,2,0,61,3,226,0,791,0.7,21.1
Vietnam,288,0,0,0,252,0,36,2,275000,0.0,87.5
Rwanda,287,1,0,0,164,11,123,0,44245,0.0,57.1
Ethiopia,263,2,5,0,108,2,150,0,41689,1.9,41.1
Nepal,243,26,0,0,35,2,208,0,81659,0.0,14.4
Sao Tome and Principe,220,12,6,1,4,0,210,0,175,2.7,1.8
Haiti,219,10,18,2,17,0,184,0,1296,8.2,7.8
Togo,219,20,11,0,96,4,112,0,11374,5.0,43.8
Liberia,213,2,20,0,101,16,92,0,0,9.4,47.4
Madagascar,212,26,0,0,107,6,105,1,5670,0.0,50.5
South Sudan,203,47,0,0,2,0,201,0,1247,0.0,1.0
Faroe Islands,187,0,0,0,187,0,0,0,8638,0.0,100.0
Eswatini,187,3,2,0,48,20,137,0,2262,1.1,25.7
Martinique,187,0,14,0,91,0,82,4,0,7.5,48.7
Burma,181,1,6,0,79,3,96,0,0,3.3,43.6
Myanmar,181,1,6,0,79,3,96,0,12061,3.3,43.6
Guadeloupe,155,1,13,0,109,5,33,4,0,8.4,70.3
French Guiana,153,9,1,0,124,2,28,0,0,0.7,81.0
Gibraltar,148,0,0,0,144,0,4,0,4352,0.0,97.3
CAR,143,0,0,0,10,0,133,0,3498,0.0,7.0
Central African Republic,143,0,0,0,10,0,133,0,0,0.0,7.0
Brunei,141,0,1,0,134,0,6,2,16350,0.7,95.0
Uganda,139,10,0,0,55,0,84,0,63171,0.0,39.6
Cambodia,122,0,0,0,121,0,1,1,14156,0.0,99.2
Bermuda,121,0,8,0,66,0,47,2,4642,6.6,54.5
Trinidad and Tobago,116,0,8,0,107,0,1,0,2428,6.9,92.2
Guyana,113,0,10,0,41,5,62,3,1020,8.8,36.3
Mozambique,104,0,0,0,34,0,70,0,4365,0.0,32.7
Aruba,101,0,3,0,89,0,9,4,1888,3.0,88.1
Monaco,96,0,4,0,87,2,5,1,0,4.2,90.6
Bahamas,93,0,11,0,39,0,43,1,1634,11.8,41.9
Cayman Islands,86,1,1,0,54,4,31,3,4893,1.2,62.8
Barbados,85,0,7,0,57,0,21,4,3185,8.2,67.1
Liechtenstein,82,0,1,0,55,0,26,0,900,1.2,67.1
Sint Maarten,76,0,15,0,46,0,15,7,329,19.7,60.5
Yemen,70,5,12,2,1,0,57,0,120,17.1,1.4
Libya,64,0,3,0,28,0,33,0,3253,4.7,43.8
Malawi,63,6,3,0,24,0,36,1,1363,4.8,38.1
Syria,48,1,3,0,29,0,16,0,0,6.2,60.4
Macau,45,0,0,0,43,1,2,1,0,0.0,95.6
Angola,45,0,2,0,14,1,29,0,3000,4.4,31.1
Mongolia,42,0,0,0,15,0,27,2,9787,0.0,35.7
Saint Martin,39,0,3,0,30,0,6,1,0,7.7,76.9
Eritrea,39,0,0,0,38,0,1,0,0,0.0,97.4
Zimbabwe,37,1,4,0,12,3,21,0,20537,10.8,32.4
Nicaragua,25,0,8,0,7,0,10,0,0,32.0,28.0
Antigua and Barbuda,25,0,3,0,19,0,3,1,183,12.0,76.0
Botswana,24,0,1,0,17,0,6,0,11495,4.2,70.8
Timor-Leste,24,0,0,0,21,0,3,0,738,0.0,87.5
Gambia,23,1,1,0,10,0,12,0,1317,4.3,43.5
Grenada,21,0,0,0,13,0,8,4,1406,0.0,61.9
Laos,19,0,0,0,14,1,5,0,3975,0.0,73.7
New Caledonia,18,0,0,0,18,0,0,0,5454,0.0,100.0
Belize,18,0,2,0,16,0,0,0,1043,11.1,88.9
Saint Lucia,18,0,0,0,18,1,0,0,727,0.0,100.0
Fiji,18,0,0,0,14,0,4,0,1300,0.0,77.8
St. Vincent Grenadines,17,0,0,0,12,0,5,0,155,0.0,70.6
Namibia,16,0,0,0,11,0,5,0,1543,0.0,68.8
Curaçao,16,0,1,0,14,0,1,0,389,6.2,87.5
Dominica,16,0,0,0,15,0,1,0,420,0.0,93.8
Burundi,15,0,1,0,7,0,7,0,284,6.7,46.7
Saint Kitts and Nevis,15,0,0,0,14,0,1,0,327,0.0,93.3
Mauritania,15,6,2,1,6,0,7,0,2015,13.3,40.0
Falkland Islands,13,0,0,0,13,0,0,0,402,0.0,100.0
Vatican City,12,0,0,0,2,0,10,0,0,0.0,16.7
Turks and Caicos,12,0,1,0,10,2,1,0,109,8.3,83.3
Seychelles,11,0,0,0,10,0,1,0,0,0.0,90.9
Bhutan,11,0,0,0,5,0,6,0,12255,0.0,45.5
Comoros,11,0,1,0,0,0,10,0,0,9.1,0.0
Greenland,11,0,0,0,11,0,0,0,1505,0.0,100.0
Montserrat,11,0,1,0,8,0,2,1,36,9.1,72.7
Suriname,10,0,1,0,9,0,0,0,404,10.0,90.0
MS Zaandam,9,0,2,0,0,0,7,0,0,22.2,0.0
Papua New Guinea,8,0,0,0,8,0,0,0,2402,0.0,100.0
British Virgin Islands,7,0,1,0,4,0,2,0,167,14.3,57.1
Western Sahara,6,0,0,0,6,0,0,0,0,0.0,100.0
Caribbean Netherlands,6,0,0,0,6,6,0,0,357,0.0,100.0
St. Barth,6,0,0,0,6,0,0,0,0,0.0,100.0
Anguilla,3,0,0,0,3,0,0,0,0,0.0,100.0
Lesotho,1,0,0,0,0,0,1,0,0,0.0,0.0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0,0,0.0,100.0
United States,1455750,25977,86879,1707,316724,8496,1052147,16240,10592913,6.0,21.8
Spain,272646,1551,27321,217,186480,3253,58845,1376,2467761,10.0,68.4
Russia,252245,9974,2305,93,53530,5527,196410,2300,6188102,0.9,21.2
United Kingdom,233699,2846,33657,398,456,-481,199586,1559,2219281,14.4,0.2
Italy,223096,992,31368,262,115288,2747,76440,855,2807504,14.1,51.7
Brazil,202918,13761,13993,835,79479,1055,109446,8318,735224,6.9,39.2
France,178870,810,27425,351,59605,932,91840,2299,1384633,15.3,33.3
Germany,174975,877,7928,67,150300,1600,16747,1329,3147771,4.5,85.9
Turkey,144749,1635,4007,55,104030,2315,36712,963,1508824,2.8,71.9
Iran,114533,1808,6854,71,90539,1111,17140,2758,643772,6.0,79.1
China,82929,-877,4633,-1,78195,-837,101,9,0,5.6,94.3
India,81997,3942,2649,98,27969,1569,51379,0,1947041,3.2,34.1
Peru,80604,4298,2267,98,25151,827,53186,842,587292,2.8,31.2
Canada,74038,532,5578,154,36091,927,32369,502,1169380,7.5,48.7
Belgium,54288,307,8903,60,14111,174,31274,407,623628,16.4,26.0
Saudi Arabia,46869,2039,283,10,19051,1429,27535,156,513587,0.6,40.6
Netherlands,43481,270,5590,28,0,0,37891,410,282776,12.9,0.0
Mexico,40186,1862,4220,294,26990,1055,8976,378,142204,10.5,67.2
Chile,37040,2659,368,22,15655,790,21017,663,325417,1.0,42.3
Pakistan,35788,490,770,9,9695,796,25323,111,330750,2.2,27.1
Ecuador,30502,16,2338,4,3433,0,24731,196,88923,7.7,11.3
Switzerland,30463,50,1872,2,27100,0,1491,79,328163,6.1,89.0
Sweden,28582,673,3529,69,4971,0,20082,351,177500,12.3,17.4
Portugal,28319,187,1184,9,3198,16,23937,108,582341,4.2,11.3
Qatar,28272,1733,14,0,3356,213,24902,72,143938,0.0,11.9
Belarus,26772,947,151,5,8168,457,18453,92,308156,0.6,30.5
Singapore,26098,752,21,0,5973,1164,20104,20,224262,0.1,22.9
Ireland,23827,426,1506,9,19470,0,2851,69,258808,6.3,81.7
United Arab Emirates,21084,698,208,2,6930,407,13946,1,1560923,1.0,32.9
Bangladesh,18863,1041,283,14,3361,0,15219,1,151930,1.5,17.8
Poland,17615,411,883,22,6696,286,10036,160,554357,5.0,38.0
Ukraine,16847,422,456,17,4143,427,12248,222,202495,2.7,24.6
Israel,16579,31,265,1,12521,289,3793,62,485922,1.6,75.5
Romania,16247,245,1053,17,9053,1092,6141,225,286217,6.5,55.7
Austria,16058,61,626,2,14405,101,1027,54,344606,3.9,89.7
Japan,16049,81,678,21,8920,389,6451,243,223667,4.2,55.6
Indonesia,16006,568,1043,15,3518,231,11445,0,173690,6.5,22.0
Colombia,13610,680,525,16,3358,225,9727,130,165738,3.9,24.7
South Africa,12739,665,238,19,5676,931,6825,119,403018,1.9,44.6
Kuwait,11975,947,88,6,3451,188,8436,175,231930,0.7,28.8
Philippines,11876,258,790,18,2337,86,8749,77,189469,6.7,19.7
Dominican Republic,11320,124,422,13,3351,130,7547,131,47774,3.7,29.6
South Korea,10991,29,260,1,9762,67,969,55,711484,2.4,88.8
Egypt,10829,398,571,15,2626,140,7632,41,105000,5.3,24.2
Denmark,10713,-141,537,4,8805,-45,1371,35,357986,5.0,82.2
Serbia,10374,79,224,2,4084,260,6066,22,162797,2.2,39.4
Panama,8944,161,256,4,6067,46,2621,87,45873,2.9,67.8
Czechia,8351,82,293,3,5241,194,2817,42,334714,3.5,62.8
Norway,8196,21,232,3,32,0,7932,23,212655,2.8,0.4
Argentina,7134,255,353,24,2385,119,4396,170,93673,4.9,33.4
Australia,6989,9,98,0,6301,30,590,18,943480,1.4,90.2
Malaysia,6819,40,112,1,5351,70,1356,16,271721,1.6,78.5
Morocco,6607,95,190,2,3310,179,3107,1,77922,2.9,50.1
Algeria,6442,189,529,7,3158,100,2755,22,6500,8.2,49.0
Bahrain,6198,382,10,0,2353,148,3835,4,214084,0.2,38.0
Finland,6145,91,287,3,4300,0,1558,33,137000,4.7,70.0
Afghanistan,5639,413,136,4,691,43,4812,7,19732,2.4,12.3
Kazakhstan,5571,154,32,0,2531,123,3008,31,459736,0.6,45.4
Moldova,5553,147,194,9,2228,52,3131,251,20447,3.5,40.1
Ghana,5530,122,24,0,674,160,4832,5,167704,0.4,12.2
Nigeria,5162,191,167,3,1180,110,3815,7,30657,3.2,22.9
Oman,4341,322,18,1,1303,14,3020,31,61000,0.4,30.0
Luxembourg,3915,11,103,0,3665,36,147,11,58727,2.6,93.6
Armenia,3860,142,49,1,1572,72,2239,10,36016,1.3,40.7
Hungary,3380,39,436,6,1169,67,1775,49,123258,12.9,34.6
Bolivia,3148,184,142,14,339,26,2667,3,7651,4.5,10.8
Iraq,3143,111,115,0,2028,62,1000,0,140573,3.7,64.5
Thailand,3018,1,56,0,2850,6,112,61,286008,1.9,94.4
Cameroon,2954,154,139,3,1553,10,1262,28,0,4.7,52.6
Azerbaijan,2879,121,35,0,1833,44,1011,29,214291,1.2,63.7
Greece,2770,10,156,1,1374,0,1240,24,116233,5.6,49.6
Uzbekistan,2645,33,11,0,2136,60,498,8,325000,0.4,80.8
Guinea,2473,99,15,1,895,39,1563,18,10304,0.6,36.2
Honduras,2255,175,123,2,237,26,1895,10,5653,5.5,10.5
Croatia,2221,8,94,0,1850,16,277,7,50340,4.2,83.3
Bosnia and Herzegovina,2218,37,122,2,1272,44,824,4,45810,5.5,57.3
Senegal,2189,84,23,2,842,60,1324,6,24599,1.1,38.5
Bulgaria,2100,31,99,3,531,32,1470,51,61711,4.7,25.3
Ivory Coast,1971,59,24,0,930,28,1017,0,15260,1.2,47.2
Cuba,1830,20,79,0,1383,57,368,9,75142,4.3,75.6
Sudan,1818,0,90,0,198,0,1530,0,0,5.0,10.9
Iceland,1802,0,10,0,1780,0,12,0,55626,0.6,98.8
Estonia,1758,7,62,1,909,132,787,5,67130,3.5,51.7
North Macedonia,1723,29,95,0,1235,6,393,21,20088,5.5,71.7
Lithuania,1511,6,54,0,934,26,523,17,208253,3.6,61.8
New Zealand,1497,0,21,0,1411,9,65,2,209613,1.4,94.3
Slovakia,1477,8,27,0,1112,52,338,5,131910,1.8,75.3
Slovenia,1464,1,103,0,267,7,1094,7,66678,7.0,18.2
Guatemala,1342,143,29,2,121,1,1192,5,7200,2.2,9.0
Somalia,1284,65,53,1,135,5,1096,2,0,4.1,10.5
Djibouti,1284,16,3,0,905,5,376,0,16647,0.2,70.5
Congo (Kinshasa),1242,73,50,0,157,9,1035,0,0,4.0,12.6
Mayotte,1210,67,16,2,627,0,567,10,5000,1.3,51.8
El Salvador,1112,75,23,3,405,31,684,19,48913,2.1,36.4
Gabon,1104,241,10,1,182,45,912,13,5530,0.9,16.5
Kyrgyzstan,1082,38,12,0,735,9,335,13,59490,1.1,67.9
Hong Kong,1052,1,4,0,1009,1,39,1,168291,0.4,95.9
Tunisia,1032,0,45,0,759,19,228,5,34323,4.4,73.5
Maldives,982,27,4,0,45,5,933,2,11775,0.4,4.6
Latvia,962,11,19,0,627,0,316,2,83275,2.0,65.2
Kosovo,944,25,29,0,690,19,225,0,0,3.1,73.1
Sri Lanka,925,32,9,0,445,63,471,1,39629,1.0,48.1
Guinea-Bissau,913,77,3,0,26,0,884,0,1500,0.3,2.8
Tajikistan,907,106,29,6,0,0,878,0,0,3.2,0.0
Cyprus,907,2,17,0,481,32,409,10,81942,1.9,53.0
Albania,898,18,31,0,694,6,173,1,11239,3.5,77.3
Lebanon,886,8,26,0,236,0,624,4,56385,2.9,26.6
Niger,876,16,50,1,677,19,149,0,5723,5.7,77.3
Costa Rica,830,15,8,1,535,8,287,4,18388,1.0,64.5
Mali,779,21,46,2,436,24,297,0,2498,5.9,56.0
Burkina Faso,773,0,51,0,592,0,130,0,0,6.6,76.6
Andorra,761,1,49,0,596,20,116,3,1673,6.4,78.3
Kenya,758,21,42,2,284,3,432,1,36918,5.5,37.5
Paraguay,754,14,11,0,184,2,559,0,18184,1.5,24.4
Uruguay,724,5,19,0,547,2,158,7,31209,2.6,75.6
Cruise Ship,712,0,13,0,651,0,48,4,0,1.8,91.4
Georgia,667,20,12,1,383,11,272,6,34500,1.8,57.4
Zambia,654,208,7,0,124,0,523,1,15487,1.1,19.0
San Marino,648,5,41,0,172,11,435,1,3300,6.3,26.5
Jordan,586,4,9,0,393,1,184,5,131985,1.5,67.1
Equatorial Guinea,583,61,7,1,13,0,563,0,854,1.2,2.2
Channel Islands,548,1,43,1,456,1,49,0,5342,7.8,83.2
Malta,522,14,6,0,443,7,73,1,45967,1.1,84.9
Jamaica,509,2,9,0,113,13,387,0,7552,1.8,22.2
Tanzania,509,0,21,0,183,0,305,7,0,4.1,36.0
Venezuela,440,17,10,0,220,0,210,2,525902,2.3,50.0
Taiwan,440,0,7,0,383,8,50,0,68335,1.6,87.0
Réunion,440,1,0,0,354,0,86,4,17200,0.0,80.5
Sierra Leone,408,21,26,0,97,0,285,0,0,6.4,23.8
Chad,399,27,46,4,83,5,270,0,0,11.5,20.8
Congo (Brazzaville),391,58,15,4,87,34,289,0,0,3.8,22.3
Palestine,375,0,2,0,310,0,63,0,43566,0.5,82.7
Benin,339,12,2,0,83,0,254,0,25471,0.6,24.5
Isle of Man,332,0,23,0,285,13,24,20,3973,6.9,85.8
Mauritius,332,0,10,0,322,0,0,0,69773,3.0,97.0
Montenegro,324,0,9,0,309,2,6,2,10167,2.8,95.4
Cabo Verde,315,26,2,0,67,6,246,0,791,0.6,21.3
Vietnam,312,24,0,0,260,8,52,2,275000,0.0,83.3
Rwanda,287,0,0,0,168,4,119,0,45140,0.0,58.5
Ethiopia,272,9,5,0,108,0,159,0,45278,1.8,39.7
Nepal,246,3,0,0,35,0,211,0,81685,0.0,14.2
Togo,238,19,11,0,96,0,131,0,11796,4.6,40.3
Sao Tome and Principe,235,15,7,1,4,0,224,0,175,3.0,1.7
Haiti,234,15,18,0,17,0,199,0,1408,7.7,7.3
